logradouro;bairro;cidade;taxa;Area;quartos;suites;banheiros;vagas;preco;somatorio_comodos;area_comodo;preco_area;Zona
Travessa Progresso, 656;Barro Vermelho; Natal; 000000950; 000150; 0003; 003; 03; 000000000002; 000000790000;9;16;5266;Zona Leste
Rua Militão Chaves, 2029;Candelária; Natal; 000000900; 000180; 0004; 004; 06; 000000000004; 000000420000;14;12;2333;Zona Sul  
Rua Deputado Clóvis Motta;Lagoa Nova; Natal; 000000750; 000136; 0003; 003; 04; 000000000003; 000000795000;10;13;5845;Zona Sul  
Rua Valter Fernandes;Capim Macio; Natal; 000000450; 000120; 0004; 002; 04; 000000000002; 000000675000;10;12;5625;Zona Sul  
Rua Mipibu;Tirol; Natal; 000001100; 000178; 0004; 002; 04; 000000000002; 000000700000;10;17;3932;Zona Leste
Rua Capitão Abdon Nunes, 824;Tirol; Natal; 000000380; 000058; 0002; 001; 02; 000000000002; 000000290000;5;11;5000;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000360; 000059; 0002; 001; 02; 000000000001; 000000269900;5;11;4574;Zona Sul  
Avenida dos Caiapós, 121;Pitimbu; Natal; 000000230; 000055; 0002; 001; 02; 000000000001; 000000200000;5;11;3636;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000360; 000058; 0002; 001; 02; 000000000001; 000000259900;5;11;4481;Zona Sul  
Alameda das Mansões;Candelária; Natal; 000000960; 000196; 0002; 001; 04; 000000000002; 000000950000;7;28;4846;Zona Sul  
Rua Desembargador Dionísio Filgueira, 780;Petrópolis; Natal; 000000800; 000120; 0003; 002; 04; 000000000003; 000000600000;9;13;5000;Zona Leste
Rua Desembargador José Gomes da Costa;Capim Macio; Natal; 000000500; 000098; 0003; 002; 03; 000000000002; 000000450000;8;12;4591;Zona Sul  
Avenida Capitão-mor Gouveia, 1135;Nossa Senhora de Nazaré; Natal; 000000240; 000054; 0002; 001; 02; 000000000001; 000000210000;5;10;3888;Zona Oeste
Rua Alfredo Dias de Figueiredo;Ponta Negra; Natal; 000000300; 000051; 0002; 001; 02; 000000000001; 000000251000;5;10;4921;Zona Sul  
Avenida Engenheiro Roberto Freire, 4702;Ponta Negra; Natal; 000000600; 000056; 0002; 001; 02; 000000000001; 000000299900;5;11;5355;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz, 4276;Ponta Negra; Natal; 000000460; 000079; 0003; 001; 02; 000000000002; 000000400000;6;13;5063;Zona Sul  
Rua Mipibu, 470;Petrópolis; Natal; 000001100; 000190; 0003; 003; 05; 000000000003; 000000680000;11;17;3578;Zona Leste
Avenida Prudente de Morais;Tirol; Natal; 000000400; 000069; 0003; 001; 02; 000000000002; 000000392800;6;11;5692;Zona Leste
Avenida Capitão-mor Gouveia;Lagoa Nova; Natal; 000000440; 000114; 0003; 001; 03; 000000000003; 000000390000;7;16;3421;Zona Sul  
Avenida Engenheiro Roberto Freire, 943;Capim Macio; Natal; 000000450; 000070; 0002; 001; 01; 000000000001; 000000399900;4;17;5712;Zona Sul  
Avenida Governador Sílvio Pedroza, 200;Areia Preta; Natal; 000000770; 000089; 0003; 001; 02; 000000000002; 000000370000;6;14;4157;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000500; 000121; 0002; 002; 02; 000000000002; 000000669900;6;20;5536;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz, 2995;Ponta Negra; Natal; 000000360; 000059; 0002; 001; 02; 000000000001; 000000269900;5;11;4574;Zona Sul  
Rua Morais Navarro, 2082;Lagoa Nova; Natal; 000001450; 000189; 0003; 003; 05; 000000000002; 000000670000;11;17;3544;Zona Sul  
Rua Doutor José Gonçalves, sn;Lagoa Nova; Natal; 000000500; 000075; 0002; 001; 02; 000000000002; 000000430000;5;15;5733;Zona Sul  
Rua Anísio de Souza, 325;Candelária; Natal; 000000500; 000114; 0003; 001; 04; 000000000003; 000000680000;8;14;5964;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz;Ponta Negra; Natal; 000000326; 000059; 0002; 001; 02; 000000000001; 000000260000;5;11;4406;Zona Sul  
Avenida Governador Sílvio Pedroza;Areia Preta; Natal; 000001500; 000225; 0004; 004; 04; 000000000003; 000001350000;12;18;6000;Zona Leste
Rua Morais Navarro, 2082;Lagoa Nova; Natal; 000001450; 000189; 0003; 003; 05; 000000000002; 000000670000;11;17;3544;Zona Sul  
Rua Açu;Tirol; Natal; 000001168; 000222; 0004; 004; 04; 000000000004; 000001380000;12;18;6216;Zona Leste
Rua General Oliveira Galvão, 1059;Tirol; Natal; 000000700; 000116; 0003; 003; 05; 000000000002; 000000670000;11;10;5775;Zona Leste
Rua Joaquim Eduardo de Farias;Ponta Negra; Natal; 000000258; 000057; 0002; 001; 02; 000000000001; 000000190000;5;11;3333;Zona Sul  
Rua dos Pintassilgos, 72;Pitimbu; Natal; 000000350; 000057; 0002; 001; 02; 000000000002; 000000195000;5;11;3421;Zona Sul  
Avenida Campos Sales, 685;Tirol; Natal; 000000600; 000100; 0003; 001; 03; 000000000002; 000000650000;7;14;6500;Zona Leste
Rua Professor Bartolomeu Fagundes, 258;Petrópolis; Natal; 000000500; 000117; 0003; 001; 03; 000000000001; 000000250000;7;16;2136;Zona Leste
Rua Ismael Pereira da Silva;Capim Macio; Natal; 000001000; 000196; 0003; 003; 05; 000000000004; 000001300000;11;17;6632;Zona Sul  
Avenida Amintas Barros, 3735;Lagoa Nova; Natal; 000000750; 000115; 0003; 003; 04; 000000000002; 000000580000;10;11;5043;Zona Sul  
Rua Ismael Pereira da Silva, 300;Capim Macio; Natal; 000001000; 000196; 0003; 003; 05; 000000000004; 000001200000;11;17;6122;Zona Sul  
Rua Vereador Manoel Coringa de Lemos;Ponta Negra; Natal; 000000830; 000057; 0002; 001; 02; 000000000001; 000000280000;5;11;4912;Zona Sul  
Rua Jornalista Francisco Sinedino, 379;Lagoa Nova; Natal; 000000500; 000116; 0003; 002; 04; 000000000002; 000000750000;9;12;6465;Zona Sul  
Avenida Romualdo Galvão, 1029;Tirol; Natal; 000001000; 000125; 0003; 001; 03; 000000000002; 000000290000;7;17;2320;Zona Leste
Rua Ismael Pereira da Silva;Capim Macio; Natal; 000001200; 000196; 0003; 003; 05; 000000000004; 000001350000;11;17;6887;Zona Sul  
Avenida Campos Sales, 682;Tirol; Natal; 000000650; 000100; 0003; 001; 02; 000000000002; 000000650000;6;16;6500;Zona Leste
Rua Professor Moura Rabelo, 1926;Candelária; Natal; 000000395; 000050; 0002; 001; 02; 000000000001; 000000215000;5;10;4300;Zona Sul  
Rua Francisco Pignataro, 1878;Capim Macio; Natal; 000001600; 000273; 0003; 003; 04; 000000000002; 000000598000;10;27;2190;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz;Ponta Negra; Natal; 000000450; 000079; 0003; 001; 02; 000000000002; 000000530000;6;13;6708;Zona Sul  
Avenida Campos Sales, 682;Tirol; Natal; 000000650; 000100; 0003; 001; 03; 000000000002; 000000650000;7;14;6500;Zona Leste
Rua Alexandre Câmara, 1977;Capim Macio; Natal; 000000500; 000091; 0003; 001; 02; 000000000002; 000000470000;6;15;5164;Zona Sul  
Rua Pastor Gabino Brelaz;Capim Macio; Natal; 000000450; 000087; 0003; 001; 02; 000000000001; 000000200000;6;14;2298;Zona Sul  
Rua Pastor Gabino Brelaz;Capim Macio; Natal; 000000450; 000087; 0003; 001; 02; 000000000001; 000000220000;6;14;2528;Zona Sul  
Rua Maria Auxiliadora;Tirol; Natal; 000000450; 000055; 0002; 001; 02; 000000000001; 000000300000;5;11;5454;Zona Leste
Avenida Nascimento de Castro;Lagoa Nova; Natal; 000000500; 000160; 0004; 003; 04; 000000000003; 000000970000;11;14;6062;Zona Sul  
Rua Dom José Tomaz, 1126;Tirol; Natal; 000000320; 000057; 0002; 001; 02; 000000000001; 000000280000;5;11;4912;Zona Leste
Rua Vereadora Maria Queiroz, 176;Lagoa Nova; Natal; 000000700; 000135; 0003; 003; 04; 000000000003; 000000829000;10;13;6140;Zona Sul  
Rua Desembargador Montenegro, 438;Tirol; Natal; 000002200; 000210; 0004; 004; 05; 000000000003; 000000800000;13;16;3809;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz, 3365;Ponta Negra; Natal; 000000570; 000080; 0003; 001; 03; 000000000002; 000000409000;7;11;5112;Zona Sul  
Rua Tenente Olavo Francisco dos Santos;Ponta Negra; Natal; 000000450; 000117; 0003; 001; 04; 000000000003; 000000590000;8;14;5042;Zona Sul  
Rua Professor Manoel Fernandes, 1277;Tirol; Natal; 000001850; 000283; 0003; 003; 05; 000000000003; 000000700000;11;25;2473;Zona Leste
Rua Sachet, 282;Ribeira; Natal; 000002110; 000200; 0003; 003; 05; 000000000003; 000001000000;11;18;5000;Zona Leste
Rua Doutor Manoel Dantas, 424;Petrópolis; Natal; 000001400; 000240; 0004; 003; 01; 000000000003; 000001250000;8;30;5208;Zona Leste
Rua Moisés Sesyon;Candelária; Natal; 000000340; 000057; 0002; 001; 02; 000000000001; 000000280000;5;11;4912;Zona Sul  
Rua Dona Maria Câmara;Capim Macio; Natal; 000001300; 000207; 0003; 002; 03; 000000000002; 000000650000;8;25;3140;Zona Sul  
Largo Isaura Benfica Teixeira, 28;Neópolis; Natal; 000000002; 000300; 0006; 005; 08; 000000000003; 000000480000;19;15;1600;Zona Sul  
Avenida Presidente Getúlio Vargas, 782;Petrópolis; Natal; 000001500; 000290; 0003; 003; 05; 000000000002; 000000850000;11;26;2931;Zona Leste
Rua Miramar;Petrópolis; Natal; 000000305; 000057; 0002; 002; 02; 000000000002; 000000250000;6;9;4385;Zona Leste
Rua Miramar;Rocas; Natal; 000000305; 000057; 0002; 002; 02; 000000000002; 000000250000;6;9;4385;Zona Leste
Rua Engenheiro João Hélio Alves Rocha, 3210;Planalto; Natal; 000000250; 000102; 0003; 001; 01; 000000000002; 000000219999;5;20;2156;Zona Sul  
Rua Coronel Guerreiro, 722;Tirol; Natal; 000002000; 000350; 0004; 004; 01; 000000000004; 000001800000;9;38;5142;Zona Leste
Rua Doutor Francisco Leite de Carvalho, 2377;Lagoa Nova; Natal; 000000700; 000104; 0003; 001; 01; 000000000002; 000000520000;5;20;5000;Zona Sul  
Avenida Almirante Alexandrino de Alencar, 1330;Tirol; Natal; 000000550; 000098; 0003; 001; 03; 000000000002; 000000530000;7;14;5408;Zona Leste
Rua Alfredo Dias de Figueiredo, 1125;Ponta Negra; Natal; 000000250; 000060; 0002; 001; 02; 000000000001; 000000225000;5;12;3750;Zona Sul  
Avenida Deputado Antônio Florêncio de Queiroz, 4253;Ponta Negra; Natal; 000000580; 000101; 0003; 001; 03; 000000000002; 000000630000;7;14;6237;Zona Sul  
Rua Ataulfo Alves, 1942;Candelária; Natal; 000002000; 000233; 0004; 004; 05; 000000000003; 000001200000;13;17;5150;Zona Sul  
Rua Pastor Gabino Brelaz;Capim Macio; Natal; 000001000; 000137; 0003; 003; 03; 000000000002; 000000590000;9;15;4306;Zona Sul  
Avenida Almirante Alexandrino de Alencar, 1320;Tirol; Natal; 000000550; 000098; 0003; 001; 03; 000000000002; 000000530000;7;14;5408;Zona Leste
Rua Ilíria Tavares Galvão, 52;Tirol; Natal; 000000578; 000100; 0003; 001; 03; 000000000002; 000000430000;7;14;4300;Zona Leste
Rua das Algas, 2178;Ponta Negra; Natal; 000000350; 000047; 0001; 001; 01; 000000000001; 000000220000;3;15;4680;Zona Sul  
Avenida Almirante Alexandrino de Alencar, 1320;Tirol; Natal; 000000550; 000098; 0003; 001; 03; 000000000002; 000000530000;7;14;5408;Zona Leste
Rua Jundiaí, 429;Tirol; Natal; 000000379; 000084; 0003; 001; 01; 000000000002; 000000470000;5;16;5595;Zona Leste
Rua Tenente Olavo Francisco dos Santos, 100;Ponta Negra; Natal; 000000450; 000117; 0003; 003; 04; 000000000003; 000000590000;10;11;5042;Zona Sul  
Rua Tenente Olavo Francisco dos Santos, 100;Ponta Negra; Natal; 000000450; 000117; 0003; 003; 04; 000000000003; 000000590000;10;11;5042;Zona Sul  
Rua Rita Pereira de Macedo, 96;Tirol; Natal; 000001000; 000139; 0003; 002; 04; 000000000002; 000000450000;9;15;3237;Zona Leste
Rua Mipibu, 757;Petrópolis; Natal; 000001100; 000175; 0004; 003; 05; 000000000002; 000000545000;12;14;3114;Zona Leste
Avenida Rui Barbosa, 1000;Lagoa Nova; Natal; 000000800; 000145; 0003; 003; 05; 000000000003; 000000815000;11;13;5620;Zona Sul  
Rua Mipibu, 757;Petrópolis; Natal; 000001100; 000175; 0004; 003; 05; 000000000002; 000000590000;12;14;3371;Zona Leste
Rua Doutor Carlos Passos, 1610;Tirol; Natal; 000001100; 000150; 0003; 001; 03; 000000000002; 000000385000;7;21;2566;Zona Leste
Rua Desembargador Montenegro;Barro Vermelho; Natal; 000002000; 000248; 0004; 004; 05; 000000000003; 000000800000;13;19;3225;Zona Leste
Rua Eletricista Elias Ferreira;Candelária; Natal; 000000380; 000075; 0003; 001; 02; 000000000002; 000000360000;6;12;4800;Zona Sul  
Avenida Rui Barbosa, 1000;Lagoa Nova; Natal; 000000800; 000145; 0003; 003; 05; 000000000003; 000000860000;11;13;5931;Zona Sul  
Rua Eletricista Elias Ferreira, 2600;Candelária; Natal; 000000370; 000076; 0003; 001; 02; 000000000002; 000000370000;6;12;4868;Zona Sul  
Avenida Rui Barbosa, 1000;Lagoa Nova; Natal; 000000800; 000145; 0003; 003; 05; 000000000003; 000000820000;11;13;5655;Zona Sul  
Rua Ismael Pereira da Silva, 1472;Capim Macio; Natal; 000001500; 000224; 0003; 003; 04; 000000000002; 000000525000;10;22;2343;Zona Sul  
Rua Monsenhor José Paulino, 1075;Tirol; Natal; 000000980; 000168; 0003; 002; 01; 000000000002; 000000380000;6;28;2261;Zona Leste
Rua Açu, 444;Tirol; Natal; 000000900; 000242; 0004; 003; 05; 000000000002; 000000700000;12;20;2892;Zona Leste
Rua Mipibu, 733;Tirol; Natal; 000001000; 000160; 0003; 002; 05; 000000000002; 000000620000;10;16;3875;Zona Leste
Avenida Governador Sílvio Pedroza, 232;Areia Preta; Natal; 000000704; 000086; 0002; 001; 02; 000000000002; 000000330000;5;17;3837;Zona Leste
Rua Coronel Costa Pinheiro, 1560;Tirol; Natal; 000000700; 000136; 0003; 001; 03; 000000000002; 000000400000;7;19;2941;Zona Leste
Rua General Gustavo Cordeiro de Faria, 315;Petrópolis; Natal; 000001400; 000203; 0003; 003; 05; 000000000004; 000000990000;11;18;4876;Zona Leste
Rua Amaro Mesquita, 1676;Lagoa Nova; Natal; 000000290; 000085; 0003; 001; 02; 000000000001; 000000330000;6;14;3882;Zona Sul  
Rua General Gustavo Cordeiro de Faria;Petrópolis; Natal; 000001300; 000203; 0003; 003; 05; 000000000004; 000000990000;11;18;4876;Zona Leste
Rua Samaria, 3605;Candelária; Natal; 000001700; 000220; 0004; 004; 06; 000000000004; 000000800000;14;15;3636;Zona Sul  
Travessa Dom José Tomaz, 1262;Tirol; Natal; 000001900; 000195; 0003; 003; 05; 000000000003; 000000650000;11;17;3333;Zona Leste
Rua Professor Manoel Fernandes, 1458;Tirol; Natal; 000001850; 000178; 0003; 003; 05; 000000000003; 000000650000;11;16;3651;Zona Leste
Rua Ismael Pereira da Silva, 1781;Capim Macio; Natal; 000000400; 000127; 0003; 001; 03; 000000000002; 000000300000;7;18;2362;Zona Sul  
Rua Jaguarari, 5250;Candelária; Natal; 000000568; 000102; 0003; 003; 04; 000000000003; 000000350000;10;10;3431;Zona Sul  
Avenida Senador Salgado Filho, 532;Tirol; Natal; 000001100; 000160; 0004; 004; 04; 000000000002; 000000470000;12;13;2937;Zona Leste
Rua Francisco Borges de Oliveira, 3010;Lagoa Nova; Natal; 000000610; 000111; 0003; 001; 03; 000000000002; 000000270000;7;15;2432;Zona Sul  
Rua São José, 2182;Lagoa Nova; Natal; 000000600; 000128; 0003; 003; 05; 000000000002; 000000630000;11;11;4921;Zona Sul  
Avenida Prudente de Morais, 498;Petrópolis; Natal; 000001200; 000223; 0004; 003; 05; 000000000004; 000000600000;12;18;2690;Zona Leste
Rua Coronel Joaquim Manoel, 668;Petrópolis; Natal; 000001400; 000260; 0004; 004; 06; 000000000002; 000000740000;14;18;2846;Zona Leste
Rua Mipibu;Tirol; Natal; 000001100; 000178; 0004; 001; 02; 000000000001; 000000850000;7;25;4775;Zona Leste
Rua Mipibu, 524;Petrópolis; Natal; 000002000; 000213; 0004; 004; 05; 000000000003; 000001300000;13;16;6103;Zona Leste
Avenida Xavier da Silveira, 1781;Tirol; Natal; 000001900; 000468; 0004; 004; 04; 000000000003; 000001000000;12;39;2136;Zona Leste
Avenida Nascimento de Castro, 1050;Lagoa Nova; Natal; 000000540; 000108; 0003; 002; 04; 000000000002; 000000480000;9;12;4444;Zona Sul  
Rua Doutor Carlos Passos, 1610;Tirol; Natal; 000000950; 000150; 0003; 001; 03; 000000000002; 000000450000;7;21;3000;Zona Leste
Rua Anísio de Souza, 2622;Candelária; Natal; 000001150; 000142; 0004; 002; 04; 000000000003; 000000700000;10;14;4929;Zona Sul  
Avenida Miguel Castro, 1275;Lagoa Nova; Natal; 000001200; 000152; 0003; 003; 04; 000000000003; 000000470000;10;15;3092;Zona Sul  
Rua Doutor Carlos Passos, 1610;Tirol; Natal; 000000950; 000150; 0003; 001; 03; 000000000002; 000000450000;7;21;3000;Zona Leste
Rua Anísio de Souza, 2600;Candelária; Natal; 000001150; 000143; 0003; 003; 04; 000000000003; 000000680000;10;14;4755;Zona Sul  
Avenida Engenheiro Roberto Freire, 4382;Ponta Negra; Natal; 000000408; 000055; 0002; 001; 02; 000000000001; 000000390000;5;11;7090;Zona Sul  
Rua das Conchas, 2179;Ponta Negra; Natal; 000000650; 000101; 0003; 003; 04; 000000000002; 000000450000;10;10;4455;Zona Sul  
Rua Ismael Pereira da Silva, 1540;Capim Macio; Natal; 000000010; 000090; 0003; 001; 02; 000000000002; 000000450000;6;15;5000;Zona Sul  
Rua Morais Navarro, 55;Lagoa Nova; Natal; 000000500; 000100; 0003; 001; 03; 000000000002; 000000520000;7;14;5200;Zona Sul  
Rua Praia do Rio Doce, 2174;Ponta Negra; Natal; 000000380; 000076; 0003; 001; 02; 000000000001; 000000360000;6;12;4736;Zona Sul  
Rua Monsenhor José Paulino, 1061;Tirol; Natal; 000000450; 000055; 0002; 001; 02; 000000000001; 000000230000;5;11;4181;Zona Leste
Avenida dos Caiapós, 1284;Pitimbu; Natal; 000000235; 000055; 0002; 001; 02; 000000000001; 000000215000;5;11;3909;Zona Sul  
Avenida Capitão-mor Gouveia;Nossa Senhora de Nazaré; Natal; 000000212; 000054; 0002; 001; 01; 000000000001; 000000208000;4;13;3851;Zona Oeste
Rua Alcindo Dias de Oliveira, 1855;Capim Macio; Natal; 000000430; 000073; 0003; 001; 03; 000000000002; 000000180000;7;10;2465;Zona Sul  
Avenida dos Caiapós, 1284;Pitimbu; Natal; 000000442; 000089; 0003; 001; 03; 000000000002; 000000360000;7;12;4044;Zona Sul  
Rua Doutor Ewerton Dantas Cortez;Tirol; Natal; 000001300; 000235; 0003; 003; 03; 000000000003; 000000690000;9;26;2936;Zona Leste
Avenida dos Caiapós, 121;Pitimbu; Natal; 000000280; 000049; 0002; 001; 02; 000000000001; 000000194900;5;9;3977;Zona Sul  
Avenida Amintas Barros, 2740;Lagoa Nova; Natal; 000000320; 000057; 0002; 001; 01; 000000000001; 000000242000;4;14;4245;Zona Sul  
Avenida Governador Silvio Pedroza, 246;Areia Preta; Natal; 000000010; 000422; 0004; 004; 05; 000000000005; 000002480000;13;32;5876;Zona Leste
Rua Doutor Ewerton Dantas Cortez;Tirol; Natal; 000001300; 000235; 0003; 003; 05; 000000000003; 000000690000;11;21;2936;Zona Leste
Avenida Deputado Antônio Florêncio de Queiroz;Ponta Negra; Natal; 000000362; 000059; 0002; 001; 02; 000000000001; 000000264900;5;11;4489;Zona Sul  
Rua da Lagosta;Ponta Negra; Natal; 000001550; 000280; 0004; 004; 06; 000000000004; 000001200000;14;20;4285;Zona Sul  
Rua Doutor Carlos Passos, 1787;Tirol; Natal; 000001100; 000150; 0003; 001; 04; 000000000002; 000000400000;8;18;2666;Zona Leste
Rua Ceará Mirim, 1140;Tirol; Natal; 000000900; 000165; 0004; 004; 04; 000000000004; 000001290000;12;13;7818;Zona Leste
Rua Jaguarari, 1539;Candelária; Natal; 000000560; 000103; 0003; 003; 05; 000000000002; 000000349000;11;9;3388;Zona Sul  
Rua Jaguarari;Candelária; Natal; 000000560; 000103; 0003; 003; 05; 000000000002; 000000360000;11;9;3495;Zona Sul  
Rua Epitácio Andrade;Barro Vermelho; Natal; 000000630; 000098; 0003; 001; 02; 000000000002; 000000300000;6;16;3061;Zona Leste
Rua Maria de Freitas Barreto, 30;Pitimbu; Natal; 000001700; 000420; 0005; 004; 06; 000000000004; 000000980000;15;28;2333;Zona Sul  
Rua Desembargador Montenegro, 438;Tirol; Natal; 000002000; 000240; 0003; 003; 05; 000000000003; 000000650000;11;21;2708;Zona Leste
Avenida Governador Sílvio Pedroza, 304;Areia Preta; Natal; 000001000; 000225; 0004; 004; 06; 000000000004; 000001400000;14;16;6222;Zona Leste
Rua Agostinho Almeida, 1882;Lagoa Nova; Natal; 000000700; 000100; 0003; 001; 03; 000000000002; 000000460000;7;14;4600;Zona Sul  
Avenida Engenheiro Roberto Freire, 4989;Ponta Negra; Natal; 000001650; 000337; 0004; 002; 05; 000000000002; 000001300000;11;30;3857;Zona Sul  
Rua Senhor do Bonfim, sn;Potengi; Natal; 000000269; 000065; 0002; 001; 01; 000000000002; 000000176000;4;16;2707;Zona Norte
Rua Jaguarari, 5250;Candelária; Natal; 000000568; 000103; 0003; 003; 04; 000000000002; 000000340000;10;10;3300;Zona Sul  
Rua São José;Lagoa Nova; Natal; 000000580; 000100; 0003; 003; 03; 000000000002; 000000450000;9;11;4500;Zona Sul  
Rua da Lagosta, 150;Ponta Negra; Natal; 000000400; 000057; 0002; 001; 02; 000000000001; 000000196000;5;11;3438;Zona Sul  
Avenida Governador Sílvio Pedroza, 283;Areia Preta; Natal; 000001300; 000180; 0003; 003; 05; 000000000003; 000001500000;11;16;8333;Zona Leste
Rua Antônio Elias de França Neto;Lagoa Nova; Natal; 000001050; 000102; 0003; 001; 03; 000000000002; 000000360000;7;14;3529;Zona Sul  
Rua Doutor Manoel Augusto Bezerra de Araújo, 570;Ponta Negra; Natal; 000000450; 000055; 0002; 001; 01; 000000000001; 000000230000;4;13;4181;Zona Sul  
